siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
10124,tgb,152.3324,-31.2039,0,sr,2,94,2028,66,1059,2,84,123,-14,2,1199,258,-7
10125,tgb,152.3336,-29.4948,0,sr,1,94,2402,22,1200,1,83,132,-1,1,1279,330,6
10126,tgb,152.3342,-30.6399,0,sr,1,94,1762,104,1070,2,68,127,46,2,1119,258,-1
10127,tgb,152.3347,-29.474,0,sr,1,92,1994,66,1070,2,93,145,-29,2,1619,270,7
10128,tgb,152.3347,-29.4722,0,sr,1,91,1926,70,1039,2,93,147,-11,1,1419,264,8
10012,tgb,151.6069,-31.8557,0,sr,3,91,1268,24,1120,2,89,113,11,2,1239,246,-7
10129,tgb,152.3355,-32.0306,0,sr,3,82,1176,38,1110,2,89,170,-34,2,1899,192,57
10130,tgb,152.3365,-31.2111,0,sr,3,95,2088,73,1059,2,76,124,29,2,1109,264,-13
10131,tgb,152.3376,-32.0305,0,sr,3,83,1194,40,1100,2,89,170,-38,2,1639,198,55
10132,tgb,152.3379,-30.5524,0,sr,1,92,1484,42,1110,2,89,130,5,2,1189,216,-12
10133,tgb,152.3419,-29.4858,0,sr,1,93,2424,43,1110,2,87,127,28,2,1139,336,8
10134,tgb,152.3451,-29.4723,0,sr,1,93,2058,47,1070,1,87,138,6,1,1189,282,5
10135,tgb,152.3459,-29.5002,0,sr,1,94,2436,31,1120,1,79,131,6,1,1219,336,8
10136,tgb,152.3482,-29.4669,0,sr,1,93,2020,59,1100,1,92,140,0,1,1199,276,4
10137,tgb,152.3521,-29.5057,0,sr,1,94,2292,38,1169,1,84,135,-23,1,1439,312,5
10138,tgb,152.3533,-29.4741,0,sr,1,93,2174,90,920,2,77,136,26,1,1109,300,5
10013,tgb,151.6161,-31.6637,0,sr,3,61,846,73,860,2,94,146,30,3,1089,138,3
10139,tgb,152.3547,-30.0634,0,sr,3,91,1360,41,1039,2,87,111,27,3,1099,198,1
10140,tgb,152.3576,-31.1968,0,sr,1,94,1938,97,1009,2,84,138,9,1,1259,240,-9
10141,tgb,152.3582,-29.5175,0,sr,1,94,2150,18,1220,1,86,138,8,6,1199,288,4
10142,tgb,152.3589,-29.3992,0,sr,1,92,1836,36,1000,2,81,140,16,1,1239,252,6
10143,tgb,152.3592,-30.003,0,sr,3,85,1162,18,1110,2,90,136,3,2,1329,150,-5
10144,tgb,152.3613,-29.5202,0,sr,1,94,2100,30,1200,1,87,140,-22,6,2089,288,3
10145,tgb,152.3623,-29.3577,0,sr,1,91,1770,59,1049,2,90,139,-21,2,1329,240,6
10146,tgb,152.3629,-31.1923,0,sr,1,95,1854,61,1049,2,77,139,0,1,1219,228,-8
10147,tgb,152.3644,-29.5121,0,sr,1,94,2170,20,1159,1,83,137,2,6,1279,294,4
10148,tgb,152.3654,-29.5247,0,sr,1,92,2124,79,1090,1,92,139,28,6,1159,288,3
10014,tgb,151.6462,-31.6929,0,sr,2,67,872,52,1049,2,89,150,-39,3,1789,132,10
10149,tgb,152.366,-31.1959,0,sr,1,93,1982,47,920,2,79,135,26,2,1129,240,-12
10150,tgb,152.3679,-29.4516,0,sr,1,93,1722,86,980,2,78,155,13,2,1129,234,17
10151,tgb,152.3679,-29.4498,0,sr,1,92,1820,76,949,2,70,149,20,2,1099,246,9
10152,tgb,152.3684,-29.3731,0,sr,1,93,1778,27,1149,2,89,142,-18,1,1339,240,7
10153,tgb,152.3685,-29.5148,0,sr,1,94,2200,42,1149,1,78,138,-19,1,1609,300,3
10154,tgb,152.3685,-29.3532,0,sr,1,93,1908,70,1059,2,85,131,29,2,1119,258,9
10155,tgb,152.3691,-31.2022,0,sr,2,94,1920,57,1049,2,83,135,26,2,1129,234,-12
10156,tgb,152.3692,-31.1968,0,sr,1,94,1998,54,1110,2,80,135,-21,2,1319,246,-12
10157,tgb,152.3692,-31.1869,0,sr,3,94,1940,44,1090,2,79,138,-35,1,1989,240,-9
10158,tgb,152.3693,-30.5445,0,sr,1,94,1734,76,930,2,58,123,53,1,1069,258,0
10015,tgb,151.7176,-32.1013,0,sr,1,87,1384,74,1000,2,82,149,2,2,1209,198,14
10159,tgb,152.3694,-29.3695,0,sr,1,93,1794,26,1120,2,86,139,11,1,1249,246,7
10160,tgb,152.3775,-29.3975,0,sr,1,93,1900,26,1080,2,84,137,-1,1,1239,258,7
10161,tgb,152.3799,-29.5121,0,sr,1,94,2056,101,1029,1,68,140,15,2,1229,276,4
10162,tgb,152.3835,-30.928,0,sr,1,92,1448,79,949,2,71,152,-7,2,1139,192,14
10163,tgb,152.3854,-30.965,0,sr,2,88,1330,52,1029,3,85,161,0,2,1149,174,34
10164,tgb,152.3872,-32.0271,0,sr,3,82,1152,21,1059,2,84,170,26,3,1139,198,55
10165,tgb,152.3872,-30.5166,0,sr,1,95,1972,21,1220,4,88,112,-17,3,1619,300,0
10166,tgb,152.3881,-30.0257,0,sr,3,83,1118,17,1049,2,88,145,-8,3,1469,144,-3
10167,tgb,152.3891,-28.476,0,sr,3,81,1066,49,1009,4,89,155,29,1,1069,156,34
10168,tgb,152.3901,-28.4797,0,sr,1,79,1088,40,1039,4,90,155,8,1,1329,156,34
10016,tgb,151.7219,-32.0996,0,sr,3,89,1462,62,1070,2,88,140,7,2,1149,222,0
10169,tgb,152.3906,-30.966,0,sr,1,87,1222,53,1039,2,93,174,-34,2,1309,156,62
10170,tgb,152.3906,-29.4418,0,sr,1,84,1310,75,1039,2,80,175,-5,2,1349,174,43
10171,tgb,152.3952,-28.4779,0,sr,1,79,1094,19,1090,4,90,157,4,1,1349,156,37
10172,tgb,152.3962,-28.4779,0,sr,1,80,1098,18,1080,4,90,158,1,1,1339,156,38
10173,tgb,152.3963,-28.4761,0,sr,1,79,1098,17,1080,4,89,158,3,1,1239,156,37
10174,tgb,152.3964,-31.1988,0,sr,2,95,2098,58,1129,2,77,129,23,2,1159,258,-16
10175,tgb,152.4003,-28.4815,0,sr,1,81,1102,38,1049,4,85,157,20,1,1199,162,36
10176,tgb,152.4014,-28.4761,0,sr,1,80,1110,20,1090,4,89,156,-4,1,1369,156,35
10177,tgb,152.4014,-28.4743,0,sr,1,79,1110,21,1029,4,90,155,5,1,1259,156,34
10178,tgb,152.4032,-29.5881,0,sr,3,94,2050,52,1139,2,77,133,11,1,1219,276,5
10017,tgb,151.7435,-32.2243,0,sr,2,83,1428,49,1029,2,89,167,-39,2,2239,204,53
10179,tgb,152.4033,-29.2045,0,sr,2,85,1452,53,1019,2,92,152,-2,2,1209,198,17
10180,tgb,152.4034,-28.4752,0,sr,1,79,1100,21,1029,4,89,154,16,1,1199,156,33
10181,tgb,152.4036,-29.8597,0,sr,2,72,1050,35,1059,2,91,168,-5,3,1179,144,38
10182,tgb,152.4115,-30.1061,0,sr,3,89,1232,21,1100,2,88,125,3,2,1259,174,4
10183,tgb,152.4126,-29.5628,0,sr,2,93,2110,22,1139,1,86,134,6,6,1309,282,6
10184,tgb,152.413,-29.1305,0,sr,3,88,1448,44,1009,2,88,147,-2,3,1319,192,15
10185,tgb,152.4136,-29.5673,0,sr,2,93,2090,41,1139,1,82,133,10,6,1369,282,5
10186,tgb,152.4151,-29.1287,0,sr,3,87,1432,47,1039,2,88,148,-4,3,1229,192,15
10187,tgb,152.4156,-32.0045,0,sr,2,85,1224,35,1059,2,86,170,20,2,1139,210,65
10188,tgb,152.4166,-28.3019,0,sr,2,90,1508,32,1129,4,89,138,-6,2,1279,210,21
10018,tgb,151.7457,-32.1386,0,sr,1,84,1342,63,980,2,80,159,17,2,1099,186,36
10189,tgb,152.4167,-29.2064,0,sr,2,87,1526,44,1029,2,89,147,10,2,1189,204,13
10190,tgb,152.4169,-30.9498,0,sr,1,83,1238,57,949,3,83,173,-18,1,1319,162,59
10191,tgb,152.4178,-29.2036,0,sr,2,85,1494,65,1009,2,93,151,17,2,1209,198,16
10192,tgb,152.4185,-28.3272,0,sr,2,85,1312,98,1029,4,94,147,32,1,1109,180,26
10193,tgb,152.4195,-28.3254,0,sr,2,84,1278,89,1049,4,91,150,-15,2,1209,174,30
10194,tgb,152.4223,-29.1224,0,sr,3,87,1438,47,1039,2,90,150,10,2,1139,192,17
10195,tgb,152.4227,-30.1386,0,sr,3,90,1310,37,1059,2,88,114,6,3,1239,186,1
10196,tgb,152.4254,-31.9631,0,sr,3,80,1120,23,1070,2,86,170,4,2,1209,192,43
10197,tgb,152.4258,-28.3011,0,sr,1,88,1400,50,1080,4,85,139,5,2,1289,198,21
10198,tgb,152.4301,-30.1116,0,sr,3,83,1104,50,1049,2,92,139,-17,3,1289,138,-5
10001,tgb,151.2772,-32.1331,0,sr,1,87,1240,51,1029,2,84,129,-6,3,1419,258,-13
10019,tgb,151.8,-31.7999,0,sr,1,82,996,138,899,2,79,152,16,2,1129,126,16
10199,tgb,152.4343,-30.1143,0,sr,3,80,1144,49,990,2,92,137,9,3,1219,150,-6
10200,tgb,152.4345,-29.1541,0,sr,1,86,1490,42,990,2,87,150,0,2,1169,198,16
10201,tgb,152.4348,-29.284,0,sr,3,83,1314,41,1059,2,88,166,30,2,1119,180,35
10202,tgb,152.4419,-29.1081,0,sr,2,85,1360,11,1070,2,90,157,6,2,1229,180,25
10203,tgb,152.4426,-29.183,0,sr,2,88,1360,40,1009,2,85,163,-13,2,1299,180,35
10204,tgb,152.4429,-29.1189,0,sr,2,86,1376,15,1070,2,89,156,9,2,1229,186,24
10205,tgb,152.445,-31.8639,0,sr,3,81,1148,4,1090,2,87,174,-2,3,1509,180,43
10206,tgb,152.4454,-29.6126,0,sr,1,93,1680,90,1070,2,79,140,4,2,1219,222,3
10207,tgb,152.4507,-29.1948,0,sr,3,87,1344,51,1039,2,84,159,33,2,1119,180,29
10208,tgb,152.4538,-29.2011,0,sr,3,85,1300,43,1029,2,82,165,39,2,1089,174,37
10020,tgb,151.868,-32.7892,0,sr,3,72,1120,0,1259,1,86,173,0,5,1369,246,56
10209,tgb,152.4561,-28.4495,0,sr,3,82,1156,28,1059,4,91,156,15,1,1199,162,36
10210,tgb,152.46,-29.193,0,sr,2,86,1346,34,1059,2,82,164,12,2,1179,180,36
10211,tgb,152.4613,-29.5387,0,sr,4,75,1238,61,1000,2,83,185,-8,3,1289,144,51
10212,tgb,152.4732,-29.6217,0,sr,3,94,1950,21,1149,2,86,134,11,1,1189,258,5
10213,tgb,152.4783,-31.2091,0,sr,1,93,1562,32,1149,2,87,175,-14,1,1569,192,67
10214,tgb,152.4813,-28.6371,0,sr,2,82,1188,25,1070,4,84,168,-24,1,1929,162,43
10215,tgb,152.4852,-28.666,0,sr,3,82,1240,24,1049,4,90,163,11,1,1199,162,42
10216,tgb,152.4853,-28.6488,0,sr,3,82,1222,25,1059,4,88,164,10,1,1239,162,42
10217,tgb,152.4854,-28.6371,0,sr,2,81,1186,22,1090,4,90,165,0,1,1379,162,43
10218,tgb,152.4864,-28.638,0,sr,3,81,1194,20,1090,4,91,164,4,1,1339,162,44
10021,tgb,151.8766,-31.3965,0,sr,3,93,1272,39,1059,2,82,123,-15,2,1989,192,-21
10219,tgb,152.4894,-28.6434,0,sr,3,82,1220,14,1100,4,89,166,-10,1,1409,162,44
10220,tgb,152.4895,-28.6254,0,sr,3,81,1186,22,1080,4,90,165,5,1,1279,162,43
10221,tgb,152.4904,-28.6461,0,sr,2,82,1228,20,1100,4,89,166,-13,1,1849,162,45
10222,tgb,152.4924,-28.6579,0,sr,2,83,1212,30,1070,4,86,168,-28,1,1839,162,40
10223,tgb,152.4926,-28.6119,0,sr,3,82,1200,15,1090,4,88,165,-7,7,1439,162,44
10224,tgb,152.4945,-28.6444,0,sr,3,83,1216,27,1100,4,90,163,4,1,1319,162,42
10225,tgb,152.4986,-28.6606,0,sr,3,82,1168,44,1070,4,90,166,10,1,1279,156,45
10226,tgb,152.4986,-28.6426,0,sr,3,85,1252,45,1070,4,86,162,-3,1,1459,168,41
10227,tgb,152.4988,-28.602,0,sr,3,83,1216,18,1100,4,88,163,5,1,1309,168,42
10228,tgb,152.4989,-28.5839,0,sr,3,85,1234,21,1049,4,86,161,-13,2,1509,168,42
10022,tgb,151.8797,-31.4046,0,sr,3,93,1204,67,1019,2,78,125,22,2,1129,174,-24
10229,tgb,152.499,-28.5767,0,sr,3,82,1224,38,1039,4,91,161,19,2,1169,168,42
10230,tgb,152.503,-28.583,0,sr,2,86,1244,32,1029,4,83,159,4,1,1299,168,40
10231,tgb,152.5032,-28.3142,0,sr,3,82,1166,50,1039,2,90,156,-20,1,1309,162,40
10232,tgb,152.506,-28.602,0,sr,1,83,1182,37,1070,4,86,166,2,1,1529,162,45
10233,tgb,152.5061,-28.583,0,sr,2,86,1232,55,1000,4,82,162,10,1,1179,168,43
10234,tgb,152.5071,-28.5758,0,sr,1,82,1224,50,1059,4,88,160,32,2,1109,168,40
10235,tgb,152.5079,-28.6273,0,sr,3,88,1380,76,1100,4,84,150,12,1,1259,186,27
10236,tgb,152.5099,-28.6327,0,sr,3,85,1384,81,1070,4,93,150,22,1,1179,186,27
10237,tgb,152.5122,-28.3268,0,sr,2,87,1146,69,1000,2,85,156,2,1,1289,156,40
10238,tgb,152.5318,-31.2084,0,sr,1,95,1900,94,959,2,71,151,-40,2,1499,252,17
10023,tgb,151.8864,-32.7459,0,sr,3,73,1166,4,1100,2,86,173,-1,5,1519,252,54
10239,tgb,152.5406,-28.3945,0,sr,3,75,1026,15,1090,2,91,169,-8,2,2089,144,39
10240,tgb,152.5407,-31.7515,0,sr,3,94,1544,88,1019,2,75,172,-11,2,1249,240,62
10241,tgb,152.5544,-29.9424,0,sr,3,85,1248,30,1090,2,89,156,-23,2,1319,168,20
10242,tgb,152.5617,-29.9479,0,sr,2,85,1262,25,1120,2,88,157,10,2,1199,168,21
10243,tgb,152.5648,-29.6898,0,sr,1,89,1222,80,959,2,74,181,-28,2,1319,150,55
10244,tgb,152.5652,-28.5088,0,sr,2,78,1132,27,1029,2,91,168,31,2,1149,150,47
10245,tgb,152.5834,-29.697,0,sr,1,87,1288,66,1000,2,71,166,0,2,1169,168,38
10246,tgb,152.5862,-30.5237,0,sr,3,93,2498,76,1120,2,84,143,-8,2,1179,354,-7
10247,tgb,152.5888,-30.4028,0,sr,1,89,1826,100,1029,2,92,152,1,1,1199,258,11
10248,tgb,152.5937,-29.9552,0,sr,3,79,1124,41,1100,2,89,174,-13,2,1229,150,52
10024,tgb,151.8944,-30.0378,0,sr,3,83,980,38,1029,1,91,117,-15,6,1319,186,1
10249,tgb,152.5979,-29.7052,0,sr,3,83,1264,46,1039,2,89,167,8,3,1149,162,41
10250,tgb,152.5992,-30.4028,0,sr,1,87,1668,99,1039,2,82,156,26,2,1119,234,21
10251,tgb,152.6049,-30.531,0,sr,3,93,2498,74,1090,4,82,147,-18,2,1169,354,0
10252,tgb,152.6199,-30.4299,0,sr,1,88,1684,69,1039,2,90,173,-6,2,1129,228,57
10253,tgb,152.6206,-30.5148,0,sr,3,89,1846,39,1100,2,92,181,-26,2,1859,252,69
10254,tgb,152.6227,-30.5166,0,sr,3,88,1900,53,1080,2,94,176,36,2,1089,258,62
10255,tgb,152.6282,-30.4291,0,sr,1,86,1572,54,1059,2,84,179,39,2,1079,204,65
10256,tgb,152.6302,-29.6169,0,sr,3,71,1128,12,1090,2,90,185,16,3,1139,126,56
10257,tgb,152.633,-30.2739,0,sr,3,83,1302,21,1049,2,91,148,13,3,1199,186,-3
10258,tgb,152.6374,-30.4832,0,sr,2,93,2070,82,1149,2,76,153,52,3,1019,288,15
10025,tgb,151.927,-32.5877,0,sr,3,73,1140,1,1110,2,86,173,0,3,1809,234,50
10259,tgb,152.6485,-28.4968,0,sr,3,86,1330,37,1100,2,89,163,4,2,1199,174,47
10260,tgb,152.6526,-28.4905,0,sr,2,87,1408,16,1039,2,85,159,11,1,1229,186,44
10261,tgb,152.6526,-28.4842,0,sr,2,85,1346,16,1090,2,92,159,11,1,1159,174,43
10262,tgb,152.6536,-28.4914,0,sr,2,88,1378,32,1049,2,86,161,1,1,1319,180,46
10263,tgb,152.6537,-28.4788,0,sr,2,84,1338,33,1070,2,90,161,7,1,1249,174,46
10264,tgb,152.6547,-28.4833,0,sr,2,85,1344,24,1090,2,91,161,0,1,1279,174,46
10265,tgb,152.6547,-28.4824,0,sr,2,85,1344,24,1090,2,91,161,-3,1,1279,174,46
10266,tgb,152.6557,-28.4833,0,sr,2,85,1344,30,1090,2,91,161,-1,1,1379,174,47
10267,tgb,152.6577,-30.0357,0,sr,3,84,1266,22,1100,2,91,158,4,3,1359,180,25
10268,tgb,152.6588,-28.4824,0,sr,2,86,1348,37,1100,2,90,163,8,1,1309,174,48
10026,tgb,152.0131,-29.7798,0,sr,4,57,786,17,970,1,94,142,-12,9,1509,126,-1
10269,tgb,152.6629,-28.4806,0,sr,2,86,1372,36,1059,2,81,162,19,1,1209,180,48
10270,tgb,152.663,-30.0104,0,sr,2,79,1174,51,1070,2,92,167,27,3,1119,162,43
10271,tgb,152.6639,-28.4806,0,sr,2,86,1372,36,1059,2,81,162,19,1,1209,180,48
10272,tgb,152.664,-30.0312,0,sr,3,84,1260,26,1120,2,89,165,-32,3,1679,180,39
10273,tgb,152.6659,-28.4806,0,sr,2,86,1392,36,1059,2,77,163,26,1,1109,180,48
10274,tgb,152.6668,-30.4255,0,sr,2,89,1594,51,1090,2,70,185,-32,2,1689,204,69
10275,tgb,152.669,-28.4806,0,sr,2,87,1412,52,1090,2,82,162,17,2,1189,180,48
10276,tgb,152.67,-28.4806,0,sr,2,87,1412,53,1090,2,82,161,10,2,1219,180,47
10277,tgb,152.67,-28.4797,0,sr,3,86,1396,51,1090,2,90,161,12,1,1239,180,47
10278,tgb,152.671,-28.4797,0,sr,3,85,1406,51,1080,2,91,161,10,1,1239,180,46
10027,tgb,152.0209,-30.9745,0,sr,1,54,614,76,910,2,91,173,-9,3,1229,84,54
10279,tgb,152.6721,-28.4806,0,sr,2,87,1432,52,1090,2,87,161,1,2,1309,186,46
10280,tgb,152.6721,-28.4797,0,sr,3,85,1406,51,1080,2,91,161,10,1,1239,180,46
10281,tgb,152.6731,-28.486,0,sr,2,89,1404,70,1049,2,82,163,1,2,1319,186,48
10282,tgb,152.6731,-28.4815,0,sr,2,87,1432,55,1090,2,87,160,-5,2,1269,186,46
10283,tgb,152.6731,-28.4806,0,sr,2,87,1432,53,1090,2,87,160,3,2,1259,186,45
10284,tgb,152.6741,-28.4833,0,sr,1,89,1458,67,1059,2,83,160,6,2,1299,192,45
10285,tgb,152.6751,-28.4851,0,sr,2,89,1438,73,1059,2,83,160,11,2,1289,186,45
10286,tgb,152.6761,-28.4851,0,sr,1,91,1478,71,1029,2,83,160,-13,2,1469,192,45
10287,tgb,152.6761,-28.4833,0,sr,1,91,1500,74,1000,2,80,158,-20,2,1299,198,43
10288,tgb,152.6792,-28.4879,0,sr,2,90,1470,58,1059,2,81,160,25,1,1139,192,46
10028,tgb,152.0316,-29.7844,0,sr,2,76,962,52,920,1,91,128,7,3,1209,156,3
10289,tgb,152.6812,-28.4951,0,sr,3,88,1382,44,1070,2,86,166,10,2,1169,180,48
10290,tgb,152.6823,-28.4806,0,sr,1,91,1650,76,1000,5,76,147,46,1,1109,216,28
10291,tgb,152.6884,-28.4924,0,sr,2,87,1398,44,1110,2,85,169,-24,1,1659,180,43
10292,tgb,152.6938,-28.3859,0,sr,2,76,1070,23,1070,2,92,174,4,2,1269,144,43
10293,tgb,152.6955,-28.5087,0,sr,2,85,1330,42,1090,2,88,173,7,2,1139,168,42
10294,tgb,152.7013,-28.6098,0,sr,2,87,1446,38,1090,2,88,167,-5,1,1469,180,49
10295,tgb,152.7023,-28.6134,0,sr,2,87,1448,47,1059,2,88,166,-9,1,1579,180,49
10296,tgb,152.7053,-30.4419,0,sr,3,84,1620,39,1070,2,85,184,30,2,1109,210,73
10297,tgb,152.7133,-28.3507,0,sr,3,87,1192,121,970,2,82,167,-11,2,1319,156,50
10298,tgb,152.7185,-30.5403,0,sr,3,87,1636,34,1129,2,90,185,-4,2,1799,216,74
10002,tgb,151.2783,-32.134,0,sr,1,86,1240,58,1009,2,84,129,-5,3,1499,258,-13
10029,tgb,152.0361,-30.8149,0,sr,1,83,982,33,1029,2,86,129,8,3,1189,144,-21
10299,tgb,152.7196,-30.5285,0,sr,3,93,1822,79,1000,2,80,174,40,2,1059,246,61
10300,tgb,152.7263,-30.3779,0,sr,3,93,2188,86,1139,4,87,145,25,9,1149,324,-3
10301,tgb,152.7264,-28.7867,0,sr,2,87,1492,16,1129,5,88,163,7,1,1289,180,45
10302,tgb,152.7284,-30.3734,0,sr,1,92,2036,137,990,2,84,161,-22,1,1249,294,35
10303,tgb,152.7326,-28.7795,0,sr,2,87,1492,18,1059,5,88,164,-1,1,1319,180,46
10304,tgb,152.7357,-28.7886,0,sr,2,87,1486,27,1100,5,90,166,6,1,1219,180,48
10305,tgb,152.7377,-28.7841,0,sr,2,87,1490,31,1120,5,89,165,13,1,1199,180,46
10306,tgb,152.7387,-28.8102,0,sr,2,86,1400,33,1120,5,88,167,-19,1,1629,168,46
10307,tgb,152.7387,-28.8093,0,sr,2,88,1420,31,1100,5,87,167,-24,1,1629,174,46
10308,tgb,152.7387,-28.8021,0,sr,3,88,1496,23,1070,5,86,162,15,1,1209,180,44
10030,tgb,152.0391,-29.7565,0,sr,1,57,810,36,930,1,94,151,-1,3,1249,126,4
10309,tgb,152.7387,-28.7886,0,sr,2,86,1484,32,1000,5,91,163,14,1,1189,180,45
10310,tgb,152.7388,-28.775,0,sr,2,85,1428,33,1090,5,91,167,-6,1,1369,168,47
10311,tgb,152.7389,-28.7155,0,sr,2,83,1348,43,1120,5,91,170,-15,2,1399,162,44
10312,tgb,152.7397,-28.8102,0,sr,2,86,1400,32,1120,5,88,167,-1,1,1219,168,47
10313,tgb,152.7397,-28.8057,0,sr,2,88,1450,26,1100,5,85,165,-14,1,1459,180,47
10314,tgb,152.7405,-30.1225,0,sr,3,85,1330,31,1090,2,89,157,30,3,1099,198,26
10315,tgb,152.7407,-28.8129,0,sr,2,86,1404,34,1009,5,83,165,21,1,1109,168,48
10316,tgb,152.7407,-28.812,0,sr,2,86,1404,34,1009,5,83,166,-2,1,1259,168,47
10317,tgb,152.7425,-28.905,0,sr,2,80,1234,25,1039,2,84,171,12,1,1219,150,45
10318,tgb,152.7436,-28.9059,0,sr,2,78,1216,31,1029,5,89,172,9,1,1219,144,45
10031,tgb,152.0428,-30.7681,0,sr,2,84,1020,20,1009,2,88,128,10,3,1209,150,-19
10319,tgb,152.7476,-28.9122,0,sr,4,81,1214,34,1039,2,88,171,15,9,1179,144,44
10320,tgb,152.7494,-29.0233,0,sr,4,74,1112,19,1049,4,89,187,-6,9,1469,132,48
10321,tgb,152.7508,-28.8978,0,sr,2,74,1122,33,1039,2,92,179,-9,1,1209,132,46
10322,tgb,152.7518,-28.8987,0,sr,2,76,1116,31,1080,2,91,182,-28,1,1679,132,45
10323,tgb,152.752,-30.09,0,sr,3,85,1380,76,990,2,78,157,27,3,1149,204,24
10324,tgb,152.754,-28.3716,0,sr,2,88,1290,55,1019,2,85,166,-13,2,1479,168,51
10325,tgb,152.7551,-28.3671,0,sr,1,86,1304,89,980,2,85,165,-17,2,1299,168,52
10326,tgb,152.7559,-28.8978,0,sr,2,76,1116,26,1080,2,91,183,-2,2,1269,132,44
10327,tgb,152.7581,-28.3653,0,sr,1,87,1464,100,970,5,87,154,13,2,1119,198,39
10328,tgb,152.7584,-30.4176,0,sr,3,89,1714,70,1070,4,79,185,5,2,1259,216,75
10032,tgb,152.0591,-29.7205,0,sr,1,76,974,45,1019,1,86,138,-9,3,1289,144,-3
10329,tgb,152.7653,-30.1668,0,sr,3,86,1412,31,1100,2,87,155,0,2,1259,216,20
10330,tgb,152.7669,-30.3671,0,sr,1,93,1924,144,1009,2,63,166,-6,2,1229,258,45
10331,tgb,152.7693,-28.3815,0,sr,1,92,1628,49,1070,2,89,144,0,1,1299,216,27
10332,tgb,152.771,-30.3716,0,sr,1,92,1726,76,1070,2,94,174,29,2,1089,216,60
10333,tgb,152.7724,-28.3851,0,sr,1,91,1638,31,1059,2,89,147,3,1,1229,222,29
10334,tgb,152.7773,-30.359,0,sr,1,94,2340,53,1220,2,72,146,-23,2,1609,354,-3
10335,tgb,152.7782,-30.8815,0,sr,3,84,1240,20,1100,2,89,183,-15,2,1749,186,66
10336,tgb,152.7836,-30.359,0,sr,1,93,2500,47,1129,2,78,142,36,2,1089,366,-4
10337,tgb,152.7836,-30.35,0,sr,1,94,2450,47,1190,2,83,134,35,1,1089,360,-4
