siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
10139,tgb,152.2333,-32.3833,0,ou,3,82,1332,20,1090,2,84,168,-9,2,1569,234,44
10140,tgb,152.2333,-29.0333,0,ou,3,84,1010,92,850,2,81,157,-15,3,1209,150,25
10141,tgb,152.25,-31.9833,0,ou,4,79,1098,22,1110,2,88,170,1,9,1219,168,46
10142,tgb,152.25,-31.6167,0,ou,4,93,1418,13,1129,2,86,145,3,9,1279,210,6
10144,tgb,152.25,-30.5,0,ou,3,89,1146,8,1100,1,88,125,1,3,1349,168,0
10013,tgb,151.3333,-31.7,0,ou,3,68,802,47,970,5,86,126,9,2,1229,180,-22
10145,tgb,152.25,-30.4167,0,ou,1,89,1156,45,990,1,94,102,-8,6,1249,168,-5
10147,tgb,152.25,-29.05,0,ou,3,85,1218,71,1029,1,93,137,-7,3,1239,174,11
10148,tgb,152.25,-29.0167,0,ou,3,84,1188,30,1110,1,89,141,4,6,1239,174,12
10149,tgb,152.25,-29,0,ou,3,84,1192,34,1100,1,88,139,14,6,1199,174,12
10150,tgb,152.2556,-29.0083,0,ou,3,85,1230,20,1100,1,89,138,9,6,1219,180,12
10151,tgb,152.2583,-29.0069,0,ou,3,86,1240,10,1090,1,88,138,0,6,1329,180,12
10152,tgb,152.2639,-29.1028,0,ou,3,89,1294,17,1090,1,87,134,-9,6,1449,180,11
10153,tgb,152.2833,-32.4083,0,ou,2,82,1410,34,1070,2,86,168,-3,3,1189,252,47
10154,tgb,152.2833,-29.7333,0,ou,3,88,1370,29,1080,2,87,151,13,2,1219,186,5
10155,tgb,152.2833,-28.4833,0,ou,3,60,868,18,1009,2,92,171,4,3,1269,132,32
10014,tgb,151.3333,-31.5167,0,ou,2,71,984,70,930,5,94,121,8,3,1179,234,-17
10156,tgb,152.3,-32.5,0,ou,4,80,1334,3,1129,2,85,171,0,9,1312,264,52
10157,tgb,152.3,-32.4,0,ou,3,84,1434,39,1090,2,86,168,9,2,1129,258,57
10158,tgb,152.3,-32.2833,0,ou,4,82,1292,17,1090,2,84,167,3,9,1219,222,41
10160,tgb,152.3,-30.45,0,ou,3,92,1184,12,1090,1,86,108,-1,6,1339,186,-1
10161,tgb,152.3,-30.4333,0,ou,1,90,1092,20,1080,1,91,110,0,6,1369,174,-1
10162,tgb,152.3,-28.6333,0,ou,3,57,884,40,1019,2,95,178,-7,3,1239,126,37
10163,tgb,152.3167,-32.45,0,ou,1,83,1432,38,1090,2,85,168,-32,2,1519,264,51
10164,tgb,152.3167,-32.2167,0,ou,3,79,1196,13,1090,2,86,169,2,7,1449,204,42
10165,tgb,152.3167,-30.4833,0,ou,4,92,1288,24,1090,1,90,113,-2,9,1439,204,0
10169,tgb,152.3333,-28.9333,0,ou,2,83,1304,32,1049,2,91,155,11,3,1189,180,25
10015,tgb,151.3833,-32.2,0,ou,3,84,1210,73,1000,3,78,160,-12,7,1319,204,33
10170,tgb,152.35,-30.5,0,ou,3,94,1638,15,1149,5,85,105,2,9,1429,252,-3
10171,tgb,152.3667,-31.8667,0,ou,4,79,1078,10,1080,2,87,173,-1,9,1419,168,42
10173,tgb,152.3667,-28.9167,0,ou,3,80,1196,34,959,2,84,162,-1,3,1229,162,34
10175,tgb,152.3833,-31.2667,0,ou,3,94,1920,43,1090,2,86,136,4,2,1129,240,-10
10176,tgb,152.3833,-28.5833,0,ou,3,66,966,51,1019,2,94,171,-11,1,1479,138,34
10177,tgb,152.3833,-28.4,0,ou,1,79,994,75,1000,4,88,162,1,1,1509,144,44
10178,tgb,152.4,-31.9333,0,ou,4,78,1060,15,1009,2,86,170,12,9,1179,174,40
10179,tgb,152.4,-29.9333,0,ou,3,79,1098,39,1080,2,87,157,-28,3,1769,144,19
10180,tgb,152.4,-28.6,0,ou,3,73,984,45,1029,2,91,169,15,2,1139,138,37
10181,tgb,152.4167,-30.5333,0,ou,1,87,1546,165,930,2,94,149,-16,2,1149,216,1
10016,tgb,151.3833,-31,0,ou,4,54,724,14,1009,2,92,123,1,9,1409,156,-29
10184,tgb,152.4167,-30.3,0,ou,4,84,992,11,1080,5,90,117,2,9,1369,150,2
10185,tgb,152.4167,-28.6333,0,ou,3,64,940,27,1059,2,94,176,6,7,1139,126,38
10186,tgb,152.4167,-28.6167,0,ou,3,64,934,18,1059,2,91,179,-16,7,1329,126,39
10187,tgb,152.4167,-28.55,0,ou,4,67,974,25,1029,2,94,170,22,9,1139,138,36
10188,tgb,152.4333,-28.5,0,ou,4,70,962,29,1049,2,90,173,-6,9,1669,138,37
10189,tgb,152.45,-31.9417,0,ou,4,79,1112,4,1070,3,87,173,-1,9,1499,192,44
10190,tgb,152.45,-29.5333,0,ou,3,81,1348,54,889,2,76,174,57,3,1049,174,45
10192,tgb,152.4667,-29.1,0,ou,3,85,1314,70,1009,2,81,160,22,2,1099,174,32
10193,tgb,152.4833,-28.9,0,ou,3,65,988,13,1080,2,90,184,-3,9,1469,126,40
10194,tgb,152.5167,-32.3167,0,ou,1,84,1318,40,1000,2,77,168,14,2,1119,264,59
10018,tgb,151.4167,-32.1667,0,ou,2,85,1278,48,1039,3,87,158,-16,2,1229,204,29
10195,tgb,152.5167,-28.2833,0,ou,4,84,1218,22,1110,2,90,165,2,9,1259,174,50
10196,tgb,152.5333,-30.2167,0,ou,3,84,1228,21,1070,2,89,143,2,9,1359,156,-5
10197,tgb,152.5333,-29.5667,0,ou,3,76,1234,20,1059,2,86,185,11,3,1219,132,53
10198,tgb,152.5333,-28.75,0,ou,4,68,994,13,1049,2,90,185,7,9,1229,120,38
10199,tgb,152.5333,-28.4833,0,ou,4,83,1074,85,899,2,80,171,-3,7,1219,144,38
10200,tgb,152.55,-31.5833,0,ou,3,95,1894,73,980,2,64,158,-18,2,1289,294,37
10201,tgb,152.55,-29.5667,0,ou,4,78,1228,29,1049,2,86,185,-7,9,1319,126,53
10202,tgb,152.55,-28.4667,0,ou,4,78,1084,19,1080,2,88,173,-3,9,1449,144,40
10203,tgb,152.5667,-31.95,0,ou,4,83,1286,1,1120,2,86,173,0,9,1399,228,48
10204,tgb,152.5667,-31.8833,0,ou,4,83,1248,1,1100,3,87,174,0,9,1312,210,48
10019,tgb,151.4167,-31.3667,0,ou,3,80,1036,14,1070,2,89,120,-12,9,1749,240,-9
10205,tgb,152.5667,-30.85,0,ou,4,74,1038,12,1039,2,91,183,-5,9,1499,144,61
10206,tgb,152.5667,-30.7833,0,ou,1,92,1960,98,959,4,78,130,51,1,1079,276,-12
10207,tgb,152.5667,-28.8833,0,ou,4,65,986,5,1080,5,91,187,3,9,1279,120,43
10208,tgb,152.5833,-28.6833,0,ou,4,70,1026,13,1080,2,91,182,4,9,1239,126,41
10209,tgb,152.6,-31.8,0,ou,2,87,1412,21,1139,2,85,172,0,2,1229,222,53
10210,tgb,152.6,-31.3167,0,ou,3,91,1380,22,1100,2,85,176,25,2,1109,186,67
10211,tgb,152.6167,-31.6667,0,ou,4,88,1438,9,1139,2,88,175,-1,9,1309,216,49
10212,tgb,152.6167,-31.3667,0,ou,4,89,1310,23,1090,2,87,177,13,9,1189,192,56
10213,tgb,152.6167,-31.35,0,ou,4,89,1300,11,1080,2,86,178,-2,9,1379,186,54
10214,tgb,152.6167,-30.5333,0,ou,3,91,2352,85,1059,2,86,149,37,2,1049,330,5
10020,tgb,151.4333,-31.1333,0,ou,4,70,898,21,1039,2,89,121,-1,9,1329,210,-8
10215,tgb,152.6167,-30.2667,0,ou,3,81,1230,23,990,2,93,150,-17,3,1789,174,3
10216,tgb,152.6167,-28.3833,0,ou,4,77,1032,21,1070,2,91,171,3,9,1259,138,39
10217,tgb,152.6333,-31.8167,0,ou,4,86,1398,5,1120,3,86,175,-1,7,1539,228,49
10218,tgb,152.6667,-31.55,0,ou,3,91,1478,31,1090,2,85,174,-1,2,1249,228,65
10220,tgb,152.6667,-31,0,ou,4,82,1154,11,1070,2,86,182,-4,9,1699,162,57
10221,tgb,152.6667,-28.3833,0,ou,2,76,1080,33,1059,2,90,170,4,2,1289,144,42
10222,tgb,152.7,-31.7667,0,ou,4,87,1442,4,1139,2,86,175,-1,9,1079,240,51
10224,tgb,152.7,-31.6333,0,ou,4,88,1440,18,1059,2,85,175,-3,9,1479,228,51
10225,tgb,152.7,-30.4667,0,ou,3,86,1694,80,1059,2,97,182,-11,2,1139,222,72
10226,tgb,152.7,-29.4333,0,ou,3,72,1154,19,1029,2,88,188,10,3,1179,162,56
10001,tgb,150.8167,-31.75,0,ou,4,63,824,40,990,3,85,146,2,9,1259,186,-1
10021,tgb,151.4667,-32.0667,0,ou,1,95,2224,106,1100,5,72,98,9,1,1209,456,-12
10227,tgb,152.7,-28.3667,0,ou,4,76,1056,41,1039,2,89,179,3,9,1289,138,45
10229,tgb,152.7167,-28.9,0,ou,4,76,1124,24,1080,5,83,179,4,9,1209,132,45
10230,tgb,152.7211,-28.6692,0,ou,3,82,1318,32,1080,2,90,173,-2,2,1279,156,44
10232,tgb,152.7333,-29.7667,0,ou,4,63,1008,9,1090,2,90,188,6,9,1299,126,62
10234,tgb,152.7375,-31.175,0,ou,3,87,1318,10,1110,2,87,180,4,2,1279,198,62
10235,tgb,152.75,-31.4667,0,ou,4,85,1290,1,1120,3,87,179,-1,9,1159,204,53
10236,tgb,152.75,-30.4667,0,ou,3,90,1820,77,1000,2,85,174,6,2,1159,240,61
10238,tgb,152.75,-30.35,0,ou,4,93,2172,10,1179,2,86,146,-3,9,1219,324,-3
10239,tgb,152.7833,-29.0333,0,ou,3,77,1142,30,1009,2,82,187,-3,3,1209,138,49
10240,tgb,152.7833,-28.8333,0,ou,4,74,1078,20,1070,2,89,185,-2,7,1239,120,42
10022,tgb,151.5,-30.65,0,ou,4,61,792,6,949,1,90,126,-1,9,1429,168,-12
10241,tgb,152.8,-29.5833,0,ou,3,66,1052,13,1059,1,91,189,-2,3,1489,144,61
10242,tgb,152.8033,-29.7269,0,ou,3,60,934,11,1080,1,90,189,6,3,1229,120,64
10243,tgb,152.8167,-30.4333,0,ou,3,85,1734,15,1129,2,89,186,-6,2,1339,222,68
10244,tgb,152.8333,-31.25,0,ou,4,88,1428,18,1110,2,89,181,-3,9,1379,222,58
10246,tgb,152.8333,-29.65,0,ou,4,59,934,12,1049,2,91,189,0,9,1309,126,64
10247,tgb,152.8333,-29.45,0,ou,3,77,1182,10,1100,1,88,188,4,3,1219,168,60
10248,tgb,152.85,-30.0667,0,ou,3,78,1246,29,1110,2,88,183,7,3,1259,168,69
10249,tgb,152.8667,-30.5167,0,ou,3,85,1596,24,1129,2,87,185,7,2,1139,210,68
10250,tgb,152.8833,-30.6667,0,ou,4,81,1328,7,1139,2,89,185,-4,9,1039,192,65
10251,tgb,152.8833,-30.4,0,ou,4,88,2102,10,1129,2,87,186,3,9,1229,276,70
10023,tgb,151.5167,-32.1667,0,ou,3,91,1594,64,1009,3,74,156,-23,2,1309,252,26
10254,tgb,152.9167,-30.85,0,ou,3,83,1340,7,1120,2,87,184,-5,9,1559,216,65
10255,tgb,152.9167,-28.8,0,ou,4,68,950,12,1059,1,91,196,-7,3,1809,114,60
10256,tgb,152.9333,-30.9,0,ou,3,85,1394,6,1139,2,88,183,-8,2,1359,234,64
10257,tgb,152.9333,-30.4667,0,ou,4,82,1554,8,1070,3,88,186,-2,9,1079,222,67
10258,tgb,152.95,-30.9,0,ou,3,84,1400,5,1139,2,88,183,-3,2,1499,234,64
10259,tgb,152.95,-30.65,0,ou,4,83,1424,14,1120,2,86,185,-8,9,1419,204,70
10260,tgb,152.95,-29.7,0,ou,4,67,1028,1,1080,1,90,190,-1,9,1889,144,68
10261,tgb,152.9667,-30.4,0,ou,4,87,1868,10,1190,2,87,186,-5,9,1349,276,69
10262,tgb,152.9833,-30.3667,0,ou,3,88,1910,34,1159,3,85,186,-5,9,1519,264,76
10263,tgb,152.9833,-30.2167,0,ou,3,88,1696,54,1039,3,85,170,34,7,1089,210,56
10024,tgb,151.5167,-30.7,0,ou,4,61,778,7,990,2,92,125,0,9,1419,162,-7
10264,tgb,152.9833,-30.05,0,ou,4,79,1368,6,1120,2,88,187,-1,9,1679,180,71
10268,tgb,153,-30.3333,0,ou,3,91,2256,60,1110,3,69,161,56,2,1049,288,40
10270,tgb,153.0333,-30.4667,0,ou,4,82,1538,1,1129,3,88,186,0,9,1399,216,70
10271,tgb,153.05,-31.0667,0,ou,1,86,1470,31,1000,2,78,184,9,5,1239,222,85
10272,tgb,153.05,-29.5,0,ou,4,71,1064,2,1070,1,90,191,0,9,1269,144,69
10274,tgb,153.05,-28.6667,0,ou,4,84,1224,38,1019,5,85,191,-10,9,1269,156,56
10275,tgb,153.0667,-30.1,0,ou,3,87,1640,41,1100,2,88,176,-10,2,1359,204,66
10276,tgb,153.0667,-30.0833,0,ou,3,90,1630,42,1039,2,80,177,-4,2,1259,204,67
10277,tgb,153.0667,-29.9333,0,ou,3,77,1248,7,1110,2,88,187,-2,3,1509,150,72
10280,tgb,153.1,-29.5,0,ou,4,70,1066,4,1080,1,90,191,-1,9,1312,150,71
10025,tgb,151.55,-30.95,0,ou,4,65,818,7,1039,2,90,123,-3,9,1499,174,-7
10281,tgb,153.1333,-30.3,0,ou,4,84,1658,3,1330,1,89,187,0,9,1312,234,72
10282,tgb,153.1333,-30.2667,0,ou,4,82,1638,12,1139,2,89,186,5,9,1199,228,73
10283,tgb,153.15,-30.2,0,ou,3,81,1554,3,1139,3,88,187,1,7,1399,216,73
10284,tgb,153.1667,-29.9667,0,ou,2,79,1360,7,1110,2,88,187,-2,3,1679,156,74
10285,tgb,153.1833,-29.2,0,ou,2,77,1212,19,1090,1,90,191,1,3,1349,168,70
10286,tgb,153.1892,-29.2553,0,ou,3,80,1292,27,1049,1,88,186,22,2,1109,180,63
10288,tgb,153.2,-30.0833,0,ou,3,79,1446,5,1149,2,88,188,-2,7,1319,198,74
10289,tgb,153.2,-30.0167,0,ou,4,78,1390,4,1049,3,88,188,-1,9,1129,174,74
10290,tgb,153.2,-29.9833,0,ou,3,78,1368,1,1080,4,89,188,0,5,1929,174,74
10291,tgb,153.2167,-29.75,0,ou,3,82,1382,15,1100,2,87,186,-4,3,1489,198,74
10027,tgb,151.5833,-32.2333,0,ou,4,79,1212,26,1070,3,84,170,9,9,1219,162,53
10292,tgb,153.2167,-29.6667,0,ou,3,85,1492,31,1080,2,85,186,29,3,1119,228,71
10294,tgb,153.3,-29.5833,0,ou,3,83,1568,8,1139,2,90,187,-1,3,1569,246,75
10295,tgb,153.3,-29.5667,0,ou,2,84,1556,8,1149,2,87,188,-3,5,1479,240,75
10296,tgb,153.3167,-28.6833,0,ou,4,86,1542,13,1149,4,91,183,7,9,1189,192,58
10297,tgb,153.3333,-29.55,0,ou,4,83,1536,5,1309,1,88,189,-1,5,1709,240,76
10299,tgb,153.35,-29.4667,0,ou,2,81,1458,8,1289,1,89,187,6,3,1239,234,76
10300,tgb,153.35,-29.1167,0,ou,4,81,1462,11,1129,4,88,194,0,9,1659,228,76
10302,tgb,153.3667,-29.3667,0,ou,4,83,1628,4,1330,1,89,191,-2,9,1312,264,77
10303,tgb,153.3667,-29.2,0,ou,1,84,1658,1,1129,2,88,193,0,5,1469,258,77
10304,tgb,153.3667,-28.4667,0,ou,3,93,2032,42,1110,2,86,188,-17,2,1439,216,62
10028,tgb,151.5833,-30.9833,0,ou,4,67,826,11,1019,2,90,122,-4,9,1759,174,-8
10305,tgb,153.3833,-29.1833,0,ou,1,85,1654,14,1340,1,89,190,-5,5,1339,258,75
10306,tgb,153.4,-28.6167,0,ou,4,90,1918,53,1090,5,91,192,-15,9,1389,240,70
10307,tgb,153.4333,-29.0333,0,ou,3,82,1494,7,1299,1,90,193,7,5,1239,228,76
10308,tgb,153.4333,-28.8333,0,ou,4,86,1676,12,1190,4,89,186,2,9,1269,240,64
10309,tgb,153.4667,-28.95,0,ou,3,84,1592,1,1330,1,89,195,0,5,1159,252,80
10310,tgb,153.55,-28.35,0,ou,3,88,1728,23,1120,5,91,200,-5,7,1559,228,86
10311,tgb,153.5667,-28.8667,0,ou,4,87,1752,0,1350,1,88,196,0,9,1179,300,83
10312,tgb,153.5667,-28.3167,0,ou,3,90,1700,3,1340,1,89,199,1,9,1429,228,85
10313,tgb,153.6167,-28.6667,0,ou,4,90,1836,4,1370,1,88,197,-2,5,1639,300,85
10001,tgb,150.8667,-31.5167,0,ou,4,53,754,16,1009,3,89,144,12,9,1199,168,-4
10029,tgb,151.6,-31.1333,0,ou,4,71,832,21,1039,4,89,117,1,9,1339,180,-5
10002,tgb,150.9833,-32.0833,0,ou,4,51,706,15,1009,2,88,172,0,9,1209,150,45
10003,tgb,151.0167,-31.2333,0,ou,4,43,682,5,1009,3,92,158,-2,9,1459,144,8
10004,tgb,151.0833,-31.0167,0,ou,4,40,644,17,930,1,92,154,-1,9,1409,132,0
10005,tgb,151.1333,-31.9833,0,ou,4,52,714,9,1009,2,88,167,4,9,1349,150,41
10006,tgb,151.1333,-31.6833,0,ou,4,58,798,28,1039,3,90,144,-16,9,1339,180,-2
10007,tgb,151.1333,-31.3333,0,ou,4,52,754,54,889,5,86,157,-16,9,1499,162,9
10010,tgb,151.2,-31.2,0,ou,4,56,874,68,920,2,93,135,-4,3,1219,204,-16
10011,tgb,151.25,-31.5667,0,ou,3,73,950,71,959,2,76,127,-2,2,1239,222,-23
10012,tgb,151.2833,-32.3167,0,ou,4,65,890,27,899,2,83,170,-9,9,1359,162,47
10014,tgb,151.5,-32.1333,0,ou,1,90,1610,41,1110,3,88,159,-7,2,1479,246,31
10030,tgb,151.6333,-31.75,0,ou,4,58,794,24,990,2,91,162,3,9,1229,114,33
10015,tgb,151.5167,-31.8167,0,ou,1,86,1056,62,990,2,90,120,29,2,1059,210,-18
10016,tgb,151.55,-30.6167,0,ou,4,62,782,2,1049,5,92,126,-1,9,2059,162,-8
10018,tgb,151.5667,-31.9833,0,ou,1,88,1192,45,1019,2,90,148,12,2,1169,180,9
10019,tgb,151.5833,-30.8167,0,ou,4,68,836,7,1029,2,91,120,-4,9,1679,168,-5
10020,tgb,151.6,-31.8667,0,ou,1,93,1290,62,1029,2,70,116,8,2,1249,246,-7
10021,tgb,151.65,-30.6167,0,ou,4,62,768,9,1019,2,92,126,-2,9,1529,150,-8
10022,tgb,151.6833,-31.1667,0,ou,4,76,876,16,1029,2,91,110,0,9,1369,180,-6
10023,tgb,151.6833,-30.5,0,ou,3,67,800,20,899,2,88,128,-5,7,1619,156,-10
10024,tgb,151.7167,-31.3167,0,ou,2,90,1110,21,1110,4,89,116,-3,9,1399,216,-5
10025,tgb,151.7167,-30.5667,0,ou,4,62,800,23,1019,2,92,127,-11,9,1499,150,-9
10031,tgb,151.6833,-30.65,0,ou,4,62,768,12,1039,5,92,125,6,9,1319,150,-7
10026,tgb,151.7333,-30.5,0,ou,3,62,788,10,1039,5,92,127,-6,9,1519,150,-6
10027,tgb,151.7833,-31.55,0,ou,4,90,1212,21,1070,2,88,122,-2,3,1429,198,-22
10028,tgb,151.8,-31.55,0,ou,3,92,1150,72,949,2,74,129,13,2,1139,174,-19
10029,tgb,151.8,-30.5833,0,ou,4,64,812,14,990,1,91,128,0,9,1389,144,-18
10030,tgb,151.8167,-31.5667,0,ou,3,84,1084,42,1059,2,93,148,-14,3,1729,150,7
10031,tgb,151.8333,-31.5833,0,ou,3,80,1092,53,980,2,87,151,-26,3,1349,150,13
10032,tgb,151.8333,-30.5667,0,ou,3,67,822,12,1009,2,90,127,8,7,1229,144,-10
10033,tgb,151.85,-32.6333,0,ou,2,75,1136,9,1039,2,84,171,7,3,1239,228,53
10034,tgb,151.85,-30.7167,0,ou,4,76,910,10,1049,2,91,124,-1,9,1399,156,-4
10035,tgb,151.8667,-30.7167,0,ou,2,80,958,27,1039,2,89,123,10,3,1229,168,-3
10002,tgb,150.95,-31.675,0,ou,3,62,872,36,1009,5,90,137,-28,3,1589,204,-9
10032,tgb,151.7,-32.8167,0,ou,4,69,1000,3,1059,3,85,176,0,9,1219,198,55
10038,tgb,151.9,-30.2667,0,ou,4,71,820,16,1039,5,93,115,0,9,1369,150,-1
10039,tgb,151.9167,-31.9833,0,ou,3,73,1014,32,1049,2,89,172,32,7,1109,138,60
10040,tgb,151.9292,-30.4961,0,ou,4,64,772,25,1019,2,92,123,-12,9,1529,132,-1
10041,tgb,151.9333,-32.0167,0,ou,4,73,964,39,1029,2,85,171,3,9,1389,144,47
10042,tgb,151.9333,-30.0167,0,ou,2,71,878,15,1029,1,92,128,3,6,1289,156,1
10043,tgb,151.95,-30.0667,0,ou,3,72,876,14,1049,1,91,127,1,6,1499,150,1
10044,tgb,151.9833,-30.6833,0,ou,2,68,818,109,930,2,100,149,-55,1,1499,132,0
10045,tgb,151.9833,-30.2833,0,ou,4,72,812,14,930,2,88,114,6,9,1299,138,0
10046,tgb,152,-31.3333,0,ou,4,93,1246,14,1120,4,88,119,-7,9,1569,186,-5
10047,tgb,152,-30.7333,0,ou,2,87,832,140,819,2,75,142,-1,3,1239,132,-10
10033,tgb,151.7,-32.2667,0,ou,4,81,1258,25,1080,2,83,170,-7,9,1649,186,41
10048,tgb,152.0167,-29.85,0,ou,3,71,824,48,899,2,82,135,16,7,1219,126,-5
10049,tgb,152.0333,-29.6333,0,ou,4,84,1060,9,1070,1,89,132,-1,7,1599,174,2
10050,tgb,152.05,-31.4,0,ou,1,92,1238,59,1059,2,83,131,19,3,1119,144,-17
10051,tgb,152.05,-31.3833,0,ou,2,94,1282,70,1039,2,77,125,-21,2,1329,156,-21
10052,tgb,152.05,-30.5333,0,ou,3,65,788,18,1039,2,92,130,-19,3,2239,126,-17
10055,tgb,152.0667,-31.4,0,ou,2,93,1358,32,1100,2,84,127,-5,2,1239,168,-20
10056,tgb,152.0667,-30.7333,0,ou,2,86,1054,28,1000,2,86,129,15,3,1149,162,-19
10057,tgb,152.0667,-28.9667,0,ou,3,73,982,22,1080,1,90,137,-6,3,1409,162,11
10058,tgb,152.0833,-30.5167,0,ou,4,67,810,15,959,1,92,129,-1,9,1359,126,-9
10059,tgb,152.0833,-28.9667,0,ou,3,74,992,20,1080,1,91,136,9,3,1149,162,11
10034,tgb,151.7,-31.95,0,ou,4,77,992,46,990,2,85,168,-13,9,1179,126,52
10060,tgb,152.0833,-28.95,0,ou,3,82,1060,15,1059,1,89,131,8,7,1219,168,11
10061,tgb,152.1167,-31.4167,0,ou,1,92,1358,55,1110,2,87,130,-22,2,1279,156,-17
10062,tgb,152.1167,-30.5667,0,ou,4,79,928,8,1039,2,89,128,4,9,1289,144,-6
10063,tgb,152.13,-32.7336,0,ou,2,81,1402,24,1019,3,81,168,50,3,1079,312,59
10064,tgb,152.1333,-31.4,0,ou,3,91,1412,50,1049,2,89,136,-22,2,1309,156,-11
10065,tgb,152.1333,-28.85,0,ou,4,83,1104,21,1090,1,90,139,-12,9,1489,180,13
10066,tgb,152.15,-31.4667,0,ou,2,94,1530,33,1039,2,81,122,36,2,1089,198,-14
10067,tgb,152.1519,-28.9105,0,ou,2,86,1198,19,1090,1,89,137,-6,7,1689,186,12
10068,tgb,152.1667,-31.2333,0,ou,1,94,1486,30,1129,2,88,123,3,1,1239,192,-8
10069,tgb,152.1667,-30.7167,0,ou,1,79,1068,96,949,2,93,154,-44,3,1479,162,14
10035,tgb,151.7,-31.3833,0,ou,3,90,1154,28,1110,4,87,117,8,2,1259,228,-5
10070,tgb,152.1667,-30.6167,0,ou,3,91,1348,12,1059,2,87,127,-5,2,1449,204,-8
10071,tgb,152.1667,-29.7833,0,ou,1,93,1124,151,899,2,57,138,64,3,1029,156,-3
10073,tgb,152.1833,-29.9667,0,ou,3,60,780,95,959,2,84,152,48,4,1079,114,6
10074,tgb,152.1833,-29.0167,0,ou,4,76,1034,17,1029,2,92,145,12,9,1209,156,13
10077,tgb,152.2,-31.3333,0,ou,1,94,1780,113,980,2,65,145,1,2,1199,210,1
10078,tgb,152.2,-30.75,0,ou,1,88,976,116,879,2,78,175,10,2,1119,144,56
10080,tgb,152.2,-30.6,0,ou,3,89,1310,18,1120,2,88,130,-11,2,1519,198,-15
10082,tgb,152.2167,-30.4167,0,ou,2,89,1092,33,1029,1,93,103,0,6,1269,162,-4
10083,tgb,152.2333,-30.5,0,ou,4,88,1132,11,1110,1,88,121,3,9,1359,168,1
10084,tgb,152.2333,-30.3333,0,ou,4,82,922,11,1029,2,90,115,2,9,1339,144,1
10036,tgb,151.7,-30.5,0,ou,3,63,786,13,990,2,90,127,1,7,1349,156,-6
10085,tgb,152.25,-30.75,0,ou,3,78,1094,47,1019,2,90,181,18,3,1099,156,64
